@RELATION TrainingData.arff

@ATTRIBUTE Aluminium numeric
@ATTRIBUTE Krzem numeric
@ATTRIBUTE Magnez numeric
@ATTRIBUTE Miedz numeric
@ATTRIBUTE Cynk numeric
@ATTRIBUTE Cyna numeric
@ATTRIBUTE Nikiel numeric
@ATTRIBUTE Zelazo numeric
@ATTRIBUTE Olow numeric
@ATTRIBUTE TemperaturaWytapiania numeric
@ATTRIBUTE CzasWytapiania numeric
@ATTRIBUTE TemperaturaStudzenia numeric
@ATTRIBUTE CzasPodgrzewania numeric
@ATTRIBUTE TemperaturaStudzenia2 numeric
@ATTRIBUTE CzasPodgrzewania2 numeric
@ATTRIBUTE StopieńUszlachetniania numeric
@ATTRIBUTE Jakość numeric

@DATA
80,12,2,6,0,0,0,0,0,874,30,644,6,238,22,4,9
80,12,2,6,0,0,0,0,0,1003,31,668,20,251,13,1,12
80,12,2,6,0,0,0,0,0,1301,31,1015,5,525,19,5,25
80,12,2,6,0,0,0,0,0,777,55,576,13,223,37,4,8
80,12,2,6,0,0,0,0,0,1145,39,803,23,309,19,2,28
80,12,2,6,0,0,0,0,0,1106,46,637,24,298,19,1,26
80,12,2,6,0,0,0,0,0,1247,53,814,6,490,19,2,50
80,12,2,6,0,0,0,0,0,1624,52,1087,22,440,13,4,78
80,12,2,6,0,0,0,0,0,1414,64,826,21,490,23,3,40
80,12,2,6,0,0,0,0,0,870,47,672,15,318,33,2,14
80,12,2,6,0,0,0,0,0,1686,65,1090,15,427,21,5,53
80,12,2,6,0,0,0,0,0,1631,41,928,13,534,36,5,56
80,12,2,6,0,0,0,0,0,1470,41,993,20,611,10,4,57
80,12,2,6,0,0,0,0,0,1410,60,1003,18,374,18,4,53
80,12,2,6,0,0,0,0,0,1667,45,1222,18,566,16,2,66
80,12,2,6,0,0,0,0,0,1353,37,1045,7,339,24,1,29
80,12,2,6,0,0,0,0,0,915,40,611,9,369,28,4,18
80,12,2,6,0,0,0,0,0,791,37,552,14,244,36,2,4
80,12,2,6,0,0,0,0,0,1499,37,974,23,544,30,4,51
80,12,2,6,0,0,0,0,0,1122,32,774,10,413,15,1,18
80,12,2,6,0,0,0,0,0,1233,47,933,20,534,11,2,37
80,12,2,6,0,0,0,0,0,1073,36,713,24,414,36,4,25
80,12,2,6,0,0,0,0,0,1387,33,987,7,453,39,1,31
80,12,2,6,0,0,0,0,0,841,68,576,10,219,21,2,5
80,12,2,6,0,0,0,0,0,766,57,548,17,214,18,1,1
80,12,2,6,0,0,0,0,0,947,44,693,17,385,30,1,16
80,12,2,6,0,0,0,0,0,747,57,424,9,255,34,5,8
80,12,2,6,0,0,0,0,0,1322,51,783,14,375,24,2,57
80,12,2,6,0,0,0,0,0,1321,56,924,22,510,31,2,50
80,12,2,6,0,0,0,0,0,1475,51,876,7,545,34,4,68
80,12,2,6,0,0,0,0,0,786,37,517,19,279,12,4,8
80,12,2,6,0,0,0,0,0,1158,52,819,15,325,10,5,49
80,12,2,6,0,0,0,0,0,1511,54,1098,11,624,17,4,63
80,12,2,6,0,0,0,0,0,1088,32,656,11,345,32,2,17
80,12,2,6,0,0,0,0,0,1365,62,953,9,381,37,3,44
80,12,2,6,0,0,0,0,0,742,39,529,8,234,38,3,4
80,12,2,6,0,0,0,0,0,755,69,579,19,325,19,3,4
80,12,2,6,0,0,0,0,0,963,30,673,23,366,30,1,8
80,12,2,6,0,0,0,0,0,726,37,471,8,192,16,2,2
80,12,2,6,0,0,0,0,0,808,56,451,16,304,39,1,4
80,12,2,6,0,0,0,0,0,1167,53,843,23,408,15,4,43
80,12,2,6,0,0,0,0,0,1168,48,773,8,451,22,5,53
80,12,2,6,0,0,0,0,0,733,47,401,16,183,29,2,2
80,12,2,6,0,0,0,0,0,1253,65,976,16,458,15,3,27
80,12,2,6,0,0,0,0,0,1112,41,840,13,388,19,5,34
80,12,2,6,0,0,0,0,0,957,31,574,21,361,35,1,7
80,12,2,6,0,0,0,0,0,883,66,543,5,273,36,1,6
80,12,2,6,0,0,0,0,0,1412,49,799,17,510,15,5,66
80,12,2,6,0,0,0,0,0,1128,31,837,23,470,25,2,16
80,12,2,6,0,0,0,0,0,925,30,634,23,355,21,5,15
80,12,2,6,0,0,0,0,0,792,48,532,19,284,20,3,10
80,12,2,6,0,0,0,0,0,1416,49,904,6,454,20,3,73
80,12,2,6,0,0,0,0,0,1558,50,1082,13,442,11,3,80
80,12,2,6,0,0,0,0,0,1022,38,698,8,320,21,1,20
80,12,2,6,0,0,0,0,0,1276,30,944,8,461,14,5,27
80,12,2,6,0,0,0,0,0,1577,45,1126,19,526,22,3,69
80,12,2,6,0,0,0,0,0,1028,54,610,17,262,22,4,30
80,12,2,6,0,0,0,0,0,1522,52,1109,7,543,31,1,64
80,12,2,6,0,0,0,0,0,1399,56,883,6,376,29,2,55
80,12,2,6,0,0,0,0,0,1151,39,784,5,299,25,4,34
80,12,2,6,0,0,0,0,0,1283,39,909,18,539,11,4,40
80,12,2,6,0,0,0,0,0,1447,31,1045,6,421,16,4,33
80,12,2,6,0,0,0,0,0,1643,52,1077,23,591,16,4,81
80,12,2,6,0,0,0,0,0,956,31,749,11,339,20,3,10
80,12,2,6,0,0,0,0,0,742,38,462,9,230,29,3,4
80,12,2,6,0,0,0,0,0,1364,31,1056,12,434,31,1,23
80,12,2,6,0,0,0,0,0,987,56,751,21,414,36,1,16
80,12,2,6,0,0,0,0,0,958,31,686,19,267,38,1,8
80,12,2,6,0,0,0,0,0,1150,33,794,13,335,15,4,27
80,12,2,6,0,0,0,0,0,755,65,431,11,229,24,3,4
80,12,2,6,0,0,0,0,0,1195,66,860,23,385,35,2,24
80,12,2,6,0,0,0,0,0,1591,36,982,19,596,13,3,45
80,12,2,6,0,0,0,0,0,825,46,486,20,208,21,3,11
80,12,2,6,0,0,0,0,0,1057,31,600,22,405,32,2,12
80,12,2,6,0,0,0,0,0,1024,67,772,10,264,21,2,12
80,12,2,6,0,0,0,0,0,1190,56,895,15,375,29,5,45
80,12,2,6,0,0,0,0,0,1556,68,1116,11,629,26,2,33
80,12,2,6,0,0,0,0,0,966,51,756,20,396,15,5,26
80,12,2,6,0,0,0,0,0,1454,31,873,24,579,16,1,25
80,12,2,6,0,0,0,0,0,1229,66,794,18,374,38,1,27
80,12,2,6,0,0,0,0,0,899,61,688,19,244,26,3,13
80,12,2,6,0,0,0,0,0,1031,35,703,8,331,34,1,17
80,12,2,6,0,0,0,0,0,1647,60,1019,17,563,34,5,63
80,12,2,6,0,0,0,0,0,1066,39,694,8,433,39,1,21
80,12,2,6,0,0,0,0,0,1556,59,979,14,578,20,2,59
80,12,2,6,0,0,0,0,0,1093,32,805,16,273,39,5,22
80,12,2,6,0,0,0,0,0,1136,54,857,24,326,38,1,29
80,12,2,6,0,0,0,0,0,1604,50,1144,7,504,37,1,72
80,12,2,6,0,0,0,0,0,1035,46,762,14,365,10,1,25
80,12,2,6,0,0,0,0,0,1540,48,993,21,425,38,3,72
80,12,2,6,0,0,0,0,0,1645,60,1105,17,577,15,2,62
80,12,2,6,0,0,0,0,0,1541,31,875,15,597,19,3,31
80,12,2,6,0,0,0,0,0,758,31,502,16,202,39,4,6
80,12,2,6,0,0,0,0,0,1574,43,1077,17,615,22,5,71
80,12,2,6,0,0,0,0,0,845,49,602,8,341,26,2,12
80,12,2,6,0,0,0,0,0,1511,54,1016,9,447,28,2,71
80,12,2,6,0,0,0,0,0,854,44,675,10,302,16,4,13
80,12,2,6,0,0,0,0,0,871,50,516,12,264,13,2,16
80,12,2,6,0,0,0,0,0,1179,65,638,5,377,22,5,26
80,12,2,6,0,0,0,0,0,1527,43,915,24,502,31,4,59
80,12,2,6,0,0,0,0,0,1157,41,631,19,330,11,1,23
80,12,2,6,0,0,0,0,0,1157,58,831,14,339,26,5,41
80,12,2,6,0,0,0,0,0,1428,63,986,23,528,18,2,43
80,12,2,6,0,0,0,0,0,958,35,520,14,241,35,4,14
80,12,2,6,0,0,0,0,0,710,39,473,16,262,35,4,6
80,12,2,6,0,0,0,0,0,1015,55,627,18,402,33,2,26
80,12,2,6,0,0,0,0,0,848,41,492,23,230,11,4,13
80,12,2,6,0,0,0,0,0,1688,33,1061,22,451,18,3,38
80,12,2,6,0,0,0,0,0,810,52,540,17,293,10,1,8
80,12,2,6,0,0,0,0,0,974,62,621,16,291,14,4,22
80,12,2,6,0,0,0,0,0,1264,31,794,12,448,29,2,26
80,12,2,6,0,0,0,0,0,1490,38,1169,7,625,27,5,40
80,12,2,6,0,0,0,0,0,1286,46,902,20,336,38,4,54
80,12,2,6,0,0,0,0,0,1290,34,904,9,464,34,2,30
80,12,2,6,0,0,0,0,0,1546,46,925,5,389,21,2,56
80,12,2,6,0,0,0,0,0,1176,31,644,18,451,22,5,22
80,12,2,6,0,0,0,0,0,717,53,438,10,231,23,4,6
80,12,2,6,0,0,0,0,0,1539,39,1053,12,532,37,2,55
80,12,2,6,0,0,0,0,0,1471,44,1123,19,442,11,3,52
80,12,2,6,0,0,0,0,0,1113,49,641,13,314,35,3,37
80,12,2,6,0,0,0,0,0,1224,60,829,20,370,32,4,44
80,12,2,6,0,0,0,0,0,815,60,579,18,328,10,5,13
80,12,2,6,0,0,0,0,0,993,31,606,23,257,21,5,17
80,12,2,6,0,0,0,0,0,962,32,536,10,288,16,2,9
80,12,2,6,0,0,0,0,0,735,59,579,17,205,11,1,0
80,12,2,6,0,0,0,0,0,730,43,567,6,284,12,5,8
80,12,2,6,0,0,0,0,0,774,40,455,12,294,28,2,3
80,12,2,6,0,0,0,0,0,1318,54,918,12,465,12,5,64
80,12,2,6,0,0,0,0,0,1271,68,992,15,432,19,5,29
80,12,2,6,0,0,0,0,0,1488,67,1117,6,542,31,4,34
80,12,2,6,0,0,0,0,0,1501,30,888,23,412,12,1,23
80,12,2,6,0,0,0,0,0,809,47,478,21,274,36,5,14
80,12,2,6,0,0,0,0,0,969,56,653,15,333,32,3,28
80,12,2,6,0,0,0,0,0,907,62,525,6,291,12,1,8
80,12,2,6,0,0,0,0,0,913,57,705,24,316,34,5,18
80,12,2,6,0,0,0,0,0,1646,49,926,6,599,39,5,66
80,12,2,6,0,0,0,0,0,1328,69,930,10,440,27,1,26
80,12,2,6,0,0,0,0,0,985,62,540,15,332,38,1,13
80,12,2,6,0,0,0,0,0,1089,45,641,11,396,15,4,34
80,12,2,6,0,0,0,0,0,1151,57,722,9,351,23,1,33
80,12,2,6,0,0,0,0,0,1005,30,660,19,320,38,1,11
80,12,2,6,0,0,0,0,0,1150,57,649,17,313,38,5,35
80,12,2,6,0,0,0,0,0,1617,31,1107,7,598,18,3,36
80,12,2,6,0,0,0,0,0,1002,33,776,7,432,36,4,14
80,12,2,6,0,0,0,0,0,1531,31,953,23,614,36,2,29
80,12,2,6,0,0,0,0,0,1654,54,1099,15,432,20,4,81
80,12,2,6,0,0,0,0,0,726,48,393,18,201,34,2,2
80,12,2,6,0,0,0,0,0,926,38,549,18,327,20,2,13
80,12,2,6,0,0,0,0,0,1612,35,1055,12,466,23,3,49
80,12,2,6,0,0,0,0,0,1670,31,929,12,639,25,3,31
80,12,2,6,0,0,0,0,0,1006,36,596,17,391,19,3,18
80,12,2,6,0,0,0,0,0,1279,30,970,5,402,29,1,17
80,12,2,6,0,0,0,0,0,797,44,551,22,334,20,3,9
80,12,2,6,0,0,0,0,0,879,69,532,6,243,39,3,8
80,12,2,6,0,0,0,0,0,1487,47,985,19,387,14,1,68
80,12,2,6,0,0,0,0,0,1562,38,1223,20,689,19,4,39
80,12,2,6,0,0,0,0,0,1327,31,1020,15,345,20,5,28
80,12,2,6,0,0,0,0,0,1100,66,631,6,321,34,2,18
80,12,2,6,0,0,0,0,0,1415,52,787,9,401,38,3,54
80,12,2,6,0,0,0,0,0,731,66,490,12,260,15,4,6
80,12,2,6,0,0,0,0,0,1662,57,1089,7,452,15,1,60
80,12,2,6,0,0,0,0,0,803,64,460,14,286,26,3,5
80,12,2,6,0,0,0,0,0,1656,41,934,13,558,27,1,49
80,12,2,6,0,0,0,0,0,1596,55,973,20,510,34,2,64
80,12,2,6,0,0,0,0,0,1151,57,881,20,292,20,4,33
80,12,2,6,0,0,0,0,0,734,64,545,16,287,27,1,0
80,12,2,6,0,0,0,0,0,933,68,728,14,413,21,5,13
80,12,2,6,0,0,0,0,0,979,35,572,10,330,23,4,17
80,12,2,6,0,0,0,0,0,809,35,512,8,250,38,5,11
80,12,2,6,0,0,0,0,0,727,39,429,13,221,19,3,4
80,12,2,6,0,0,0,0,0,1005,67,740,16,366,35,5,19
80,12,2,6,0,0,0,0,0,1220,68,937,8,365,27,5,25
80,12,2,6,0,0,0,0,0,1579,30,1160,9,521,27,4,33
80,12,2,6,0,0,0,0,0,1474,67,1003,23,482,35,5,44
80,12,2,6,0,0,0,0,0,1000,67,784,18,410,34,3,12
80,12,2,6,0,0,0,0,0,1020,45,700,19,349,27,3,32
80,12,2,6,0,0,0,0,0,895,51,699,12,298,25,1,15
80,12,2,6,0,0,0,0,0,1227,58,871,17,442,12,3,43
80,12,2,6,0,0,0,0,0,1681,40,1019,24,669,31,1,47
80,12,2,6,0,0,0,0,0,898,38,517,6,353,14,5,16
80,12,2,6,0,0,0,0,0,1386,51,1054,6,523,24,5,61
80,12,2,6,0,0,0,0,0,901,59,601,11,346,14,2,16
80,12,2,6,0,0,0,0,0,1025,36,771,10,413,10,3,18
80,12,2,6,0,0,0,0,0,1503,43,1135,8,534,33,4,55
80,12,2,6,0,0,0,0,0,1269,35,979,9,522,15,5,31
80,12,2,6,0,0,0,0,0,885,37,698,9,327,16,1,6
80,12,2,6,0,0,0,0,0,1672,47,999,14,562,29,2,74
80,12,2,6,0,0,0,0,0,1016,53,760,16,256,37,3,27
80,12,2,6,0,0,0,0,0,1427,46,984,16,424,29,4,74
80,12,2,6,0,0,0,0,0,1547,36,1039,21,548,14,1,45
80,12,2,6,0,0,0,0,0,1228,58,711,17,402,25,1,37
80,12,2,6,0,0,0,0,0,1167,62,751,22,313,33,1,28
80,12,2,6,0,0,0,0,0,1126,55,858,15,472,39,2,30
80,12,2,6,0,0,0,0,0,1474,44,1163,5,419,29,1,42
80,12,2,6,0,0,0,0,0,967,64,632,23,378,26,4,19
80,12,2,6,0,0,0,0,0,1336,54,811,23,502,24,4,57
80,12,2,6,0,0,0,0,0,1160,57,895,18,459,14,1,27
80,12,2,6,0,0,0,0,0,1082,61,709,12,411,12,4,32
80,12,2,6,0,0,0,0,0,795,59,460,17,305,20,2,5
80,12,2,6,0,0,0,0,0,1530,67,896,7,470,10,4,36
80,12,2,6,0,0,0,0,0,878,62,551,7,266,21,4,15
80,12,2,6,0,0,0,0,0,1471,46,1151,9,374,31,4,52
80,12,2,6,0,0,0,0,0,1106,55,838,5,314,13,2,27
80,12,2,6,0,0,0,0,0,1007,37,782,7,317,18,3,16
80,12,2,6,0,0,0,0,0,1233,32,845,23,509,32,2,23
80,12,2,6,0,0,0,0,0,1339,37,942,18,533,31,3,40
80,12,2,6,0,0,0,0,0,1324,46,782,21,388,19,3,52
80,12,2,6,0,0,0,0,0,723,40,441,22,246,30,4,6
80,12,2,6,0,0,0,0,0,1296,63,1017,22,333,36,5,33
80,12,2,6,0,0,0,0,0,1460,68,1149,23,613,13,2,24
80,12,2,6,0,0,0,0,0,1668,49,1176,16,581,15,3,85
80,12,2,6,0,0,0,0,0,959,51,696,24,318,13,4,27
80,12,2,6,0,0,0,0,0,1353,39,856,20,465,29,1,44
80,12,2,6,0,0,0,0,0,1329,47,776,6,416,39,2,48
80,12,2,6,0,0,0,0,0,1659,46,1296,9,587,14,3,57
80,12,2,6,0,0,0,0,0,786,54,432,22,202,15,5,10
80,12,2,6,0,0,0,0,0,1328,68,815,21,390,17,5,34
80,12,2,6,0,0,0,0,0,1112,57,742,20,396,14,3,37
80,12,2,6,0,0,0,0,0,1581,51,1069,14,494,15,2,85
80,12,2,6,0,0,0,0,0,1494,57,901,9,581,31,1,51
80,12,2,6,0,0,0,0,0,1214,37,830,19,488,17,5,39
80,12,2,6,0,0,0,0,0,801,38,452,10,241,34,4,8
80,12,2,6,0,0,0,0,0,1561,53,1151,10,640,19,4,64
80,12,2,6,0,0,0,0,0,898,31,668,14,306,21,4,11
80,12,2,6,0,0,0,0,0,1419,43,1031,7,506,36,3,55
80,12,2,6,0,0,0,0,0,813,42,483,6,261,29,3,8
80,12,2,6,0,0,0,0,0,1448,30,1067,12,508,35,2,28
80,12,2,6,0,0,0,0,0,1384,65,824,16,415,36,3,38
80,12,2,6,0,0,0,0,0,722,69,530,17,268,21,2,2
80,12,2,6,0,0,0,0,0,1000,32,665,13,384,23,4,19
80,12,2,6,0,0,0,0,0,1371,35,882,12,348,33,3,40
80,12,2,6,0,0,0,0,0,706,55,534,9,201,11,1,0
80,12,2,6,0,0,0,0,0,1541,49,1054,6,534,32,4,81
80,12,2,6,0,0,0,0,0,1070,31,793,17,428,10,1,11
80,12,2,6,0,0,0,0,0,1370,30,792,11,477,11,1,21
80,12,2,6,0,0,0,0,0,1085,34,654,22,422,20,5,23
80,12,2,6,0,0,0,0,0,1458,32,886,17,499,27,1,32
80,12,2,6,0,0,0,0,0,986,30,750,5,411,36,4,13
80,12,2,6,0,0,0,0,0,765,69,599,7,334,35,1,0
80,12,2,6,0,0,0,0,0,1184,62,735,21,437,11,3,31
80,12,2,6,0,0,0,0,0,1355,45,991,14,494,25,2,56
80,12,2,6,0,0,0,0,0,1491,55,851,21,428,33,4,56
80,12,2,6,0,0,0,0,0,1537,47,1067,5,413,15,1,62
80,12,2,6,0,0,0,0,0,777,51,440,6,248,26,1,3
80,12,2,6,0,0,0,0,0,1138,68,764,24,330,20,2,20
80,12,2,6,0,0,0,0,0,1248,40,969,5,464,24,3,32
80,12,2,6,0,0,0,0,0,1613,31,1119,8,633,10,4,36
80,12,2,6,0,0,0,0,0,1346,50,849,10,542,34,3,66
80,12,2,6,0,0,0,0,0,725,44,538,17,278,28,2,2
80,12,2,6,0,0,0,0,0,1240,54,950,6,446,23,2,39
80,12,2,6,0,0,0,0,0,1466,55,1048,14,511,34,4,69
80,12,2,6,0,0,0,0,0,1408,37,1055,9,368,39,5,42
80,12,2,6,0,0,0,0,0,752,33,471,8,275,29,5,8
80,12,2,6,0,0,0,0,0,1007,60,640,18,278,12,2,22
80,12,2,6,0,0,0,0,0,910,51,600,5,264,30,4,24
80,12,2,6,0,0,0,0,0,1420,40,810,7,408,20,5,48
80,12,2,6,0,0,0,0,0,1346,56,747,22,429,30,5,50
80,12,2,6,0,0,0,0,0,1683,48,1306,17,650,13,5,66
80,12,2,6,0,0,0,0,0,1649,39,908,12,424,35,2,39
80,12,2,6,0,0,0,0,0,1478,44,907,5,443,22,1,54
80,12,2,6,0,0,0,0,0,1243,63,760,9,470,39,5,36
80,12,2,6,0,0,0,0,0,1483,62,900,5,574,38,2,41
80,12,2,6,0,0,0,0,0,1014,63,698,21,329,38,3,21
80,12,2,6,0,0,0,0,0,750,67,451,15,223,30,5,8
80,12,2,6,0,0,0,0,0,1055,32,709,23,299,38,1,14
80,12,2,6,0,0,0,0,0,1115,53,776,15,304,13,2,39
80,12,2,6,0,0,0,0,0,759,59,459,20,270,21,4,6
80,12,2,6,0,0,0,0,0,1523,61,947,18,523,20,2,53
80,12,2,6,0,0,0,0,0,1603,42,980,16,550,25,1,60
80,12,2,6,0,0,0,0,0,1451,40,1016,5,609,14,3,47
80,12,2,6,0,0,0,0,0,1651,44,984,22,630,28,5,64
80,12,2,6,0,0,0,0,0,1431,33,846,12,565,28,5,38
80,12,2,6,0,0,0,0,0,1180,52,811,20,320,15,1,44
80,12,2,6,0,0,0,0,0,1252,46,820,12,356,31,5,58
80,12,2,6,0,0,0,0,0,924,54,644,15,273,25,3,24
80,12,2,6,0,0,0,0,0,1305,56,770,14,386,32,4,50
80,12,2,6,0,0,0,0,0,1511,30,1142,11,498,13,4,30
80,12,2,6,0,0,0,0,0,1314,34,749,16,427,17,3,31
80,12,2,6,0,0,0,0,0,1409,58,1052,17,525,27,3,52
80,12,2,6,0,0,0,0,0,732,52,421,21,266,11,4,6
80,12,2,6,0,0,0,0,0,1602,38,1162,18,561,10,5,53
80,12,2,6,0,0,0,0,0,1161,38,655,11,381,21,4,29
80,12,2,6,0,0,0,0,0,1279,55,993,11,336,38,5,45
80,12,2,6,0,0,0,0,0,870,38,557,23,250,27,1,9
80,12,2,6,0,0,0,0,0,1661,44,931,19,561,21,4,60
80,12,2,6,0,0,0,0,0,1292,57,954,22,452,24,1,41
80,12,2,6,0,0,0,0,0,1221,38,880,19,336,37,2,30
80,12,2,6,0,0,0,0,0,949,53,673,18,294,32,5,30
80,12,2,6,0,0,0,0,0,1102,35,864,21,358,28,5,23
80,12,2,6,0,0,0,0,0,1641,65,1200,14,513,22,3,44
80,12,2,6,0,0,0,0,0,1023,31,648,16,374,17,1,12
80,12,2,6,0,0,0,0,0,1470,67,929,8,395,39,5,41
80,12,2,6,0,0,0,0,0,1288,52,771,15,490,31,1,51
80,12,2,6,0,0,0,0,0,819,59,541,22,217,33,4,12
80,12,2,6,0,0,0,0,0,1551,36,918,15,438,12,3,44
80,12,2,6,0,0,0,0,0,825,49,528,21,269,28,3,14
80,12,2,6,0,0,0,0,0,1165,64,831,7,456,39,3,26
80,12,2,6,0,0,0,0,0,1329,30,871,23,418,24,2,27
80,12,2,6,0,0,0,0,0,922,33,718,12,294,27,1,6
80,12,2,6,0,0,0,0,0,1430,59,883,13,450,13,2,52
80,12,2,6,0,0,0,0,0,1299,49,1009,6,560,11,5,47
80,12,2,6,0,0,0,0,0,1643,55,1087,6,618,23,2,71
80,12,2,6,0,0,0,0,0,1185,46,842,13,494,39,1,39
80,12,2,6,0,0,0,0,0,1057,55,724,10,362,30,1,31
80,12,2,6,0,0,0,0,0,1315,30,841,19,515,36,2,25
80,12,2,6,0,0,0,0,0,1365,63,1030,15,509,23,2,39
80,12,2,6,0,0,0,0,0,1132,50,715,11,345,14,5,51
80,12,2,6,0,0,0,0,0,716,31,491,14,257,14,4,6
80,12,2,6,0,0,0,0,0,783,57,518,22,225,24,4,9
80,12,2,6,0,0,0,0,0,861,64,658,10,242,14,2,7
80,12,2,6,0,0,0,0,0,1172,52,687,18,349,23,1,39
80,12,2,6,0,0,0,0,0,847,31,588,6,341,28,5,11
80,12,2,6,0,0,0,0,0,1588,62,966,23,573,11,1,42
80,12,2,6,0,0,0,0,0,819,54,508,23,292,17,1,7
80,12,2,6,0,0,0,0,0,711,47,423,16,281,32,5,8
80,12,2,6,0,0,0,0,0,1366,64,938,11,524,24,4,45
80,12,2,6,0,0,0,0,0,1228,43,854,16,450,18,2,45
80,12,2,6,0,0,0,0,0,1016,50,801,11,404,12,3,26
80,12,2,6,0,0,0,0,0,1490,66,857,10,529,12,1,31
80,12,2,6,0,0,0,0,0,751,66,428,18,277,37,3,4
80,12,2,6,0,0,0,0,0,933,62,538,19,237,18,3,14
80,12,2,6,0,0,0,0,0,1633,57,991,14,618,19,4,64
80,12,2,6,0,0,0,0,0,870,51,619,23,305,23,2,15
80,12,2,6,0,0,0,0,0,1154,49,841,8,325,21,3,42
80,12,2,6,0,0,0,0,0,1360,56,1040,18,448,36,3,50
80,12,2,6,0,0,0,0,0,1656,50,1063,17,429,10,1,77
80,12,2,6,0,0,0,0,0,1524,54,1075,9,578,37,4,68
80,12,2,6,0,0,0,0,0,1259,55,731,24,329,19,1,36
80,12,2,6,0,0,0,0,0,967,44,535,21,318,14,3,19
80,12,2,6,0,0,0,0,0,1495,53,974,23,612,20,4,71
80,12,2,6,0,0,0,0,0,1447,55,936,22,382,13,4,64
80,12,2,6,0,0,0,0,0,1313,64,883,16,351,24,2,39
80,12,2,6,0,0,0,0,0,1233,43,964,9,411,23,5,40
80,12,2,6,0,0,0,0,0,731,32,418,8,240,38,5,8
80,12,2,6,0,0,0,0,0,1066,32,605,23,339,17,4,18
80,12,2,6,0,0,0,0,0,1239,59,852,23,392,34,4,45
80,12,2,6,0,0,0,0,0,1502,63,1181,20,580,18,2,35
80,12,2,6,0,0,0,0,0,1227,69,729,18,332,32,3,23
80,12,2,6,0,0,0,0,0,1667,55,1211,5,599,21,4,66
80,12,2,6,0,0,0,0,0,785,36,513,17,267,39,5,9
80,12,2,6,0,0,0,0,0,863,57,634,20,230,13,5,17
80,12,2,6,0,0,0,0,0,971,47,566,21,271,35,1,18
80,12,2,6,0,0,0,0,0,1348,49,963,13,516,20,5,69
80,12,2,6,0,0,0,0,0,1442,47,906,6,395,23,5,69
80,12,2,6,0,0,0,0,0,816,49,503,22,313,31,3,12
80,12,2,6,0,0,0,0,0,1512,43,967,15,483,11,1,62
80,12,2,6,0,0,0,0,0,1380,60,922,14,371,21,5,60
80,12,2,6,0,0,0,0,0,775,30,464,21,278,11,1,0
80,12,2,6,0,0,0,0,0,1609,50,1262,19,489,31,2,63
80,12,2,6,0,0,0,0,0,860,42,497,16,258,12,2,10
80,12,2,6,0,0,0,0,0,1209,68,662,19,333,39,4,22
80,12,2,6,0,0,0,0,0,1671,68,1152,16,569,13,2,40
80,12,2,6,0,0,0,0,0,1373,64,801,10,411,12,4,39
80,12,2,6,0,0,0,0,0,915,52,561,24,328,22,5,24
80,12,2,6,0,0,0,0,0,1599,45,1035,5,624,30,4,68
80,12,2,6,0,0,0,0,0,718,35,550,12,209,35,3,4
80,12,2,6,0,0,0,0,0,975,39,568,9,298,15,1,13
80,12,2,6,0,0,0,0,0,848,63,562,13,267,39,2,8
80,12,2,6,0,0,0,0,0,1593,65,899,8,569,35,5,40
80,12,2,6,0,0,0,0,0,1665,64,941,16,448,11,3,40
80,12,2,6,0,0,0,0,0,780,56,484,22,256,11,1,3
80,12,2,6,0,0,0,0,0,1598,30,867,9,508,15,5,30
80,12,2,6,0,0,0,0,0,1080,30,742,14,409,19,1,14
80,12,2,6,0,0,0,0,0,914,31,505,11,344,29,5,12
80,12,2,6,0,0,0,0,0,1142,50,718,20,324,14,1,42
80,12,2,6,0,0,0,0,0,1115,38,839,11,454,18,2,22
80,12,2,6,0,0,0,0,0,1257,45,956,9,363,21,2,40
80,12,2,6,0,0,0,0,0,944,41,588,12,366,15,2,16
80,12,2,6,0,0,0,0,0,997,67,570,10,341,35,3,14
80,12,2,6,0,0,0,0,0,1560,52,849,10,583,13,2,54
80,12,2,6,0,0,0,0,0,1174,58,715,23,457,20,1,30
80,12,2,6,0,0,0,0,0,1679,34,919,22,624,37,2,31
80,12,2,6,0,0,0,0,0,860,58,588,12,240,25,3,15
80,12,2,6,0,0,0,0,0,1523,34,829,7,519,22,1,28
80,12,2,6,0,0,0,0,0,1420,68,936,7,369,32,5,39
80,12,2,6,0,0,0,0,0,746,48,453,16,212,32,4,6
80,12,2,6,0,0,0,0,0,974,59,709,20,366,30,5,25
80,12,2,6,0,0,0,0,0,1065,39,658,6,426,17,5,28
80,12,2,6,0,0,0,0,0,1246,57,680,8,319,20,1,30
80,12,2,6,0,0,0,0,0,1365,38,1019,8,505,35,1,35
80,12,2,6,0,0,0,0,0,1024,53,690,17,307,15,5,38
80,12,2,6,0,0,0,0,0,1477,37,890,11,389,33,5,47
80,12,2,6,0,0,0,0,0,1154,48,698,17,398,39,4,46
80,12,2,6,0,0,0,0,0,1541,46,973,15,435,25,3,74
80,12,2,6,0,0,0,0,0,1639,51,901,12,627,15,1,58
80,12,2,6,0,0,0,0,0,1271,69,921,12,425,39,1,21
80,12,2,6,0,0,0,0,0,1512,67,1181,15,601,35,2,30
80,12,2,6,0,0,0,0,0,761,37,487,14,308,28,2,2
80,12,2,6,0,0,0,0,0,898,44,552,6,325,33,4,18
80,12,2,6,0,0,0,0,0,1431,63,807,20,509,32,5,43
